City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
364,Rovaniemi,FI,66.5,25.7167,284.82,76,0,3.09,clear sky,2022-07-28 03:52:02
365,Leningradskiy,RU,69.3833,178.4167,277.07,79,95,3.38,overcast clouds,2022-07-28 03:52:03
366,Rocha,UY,-34.4833,-54.3333,291.16,95,100,3.66,overcast clouds,2022-07-28 03:49:47
367,Faanui,PF,-16.4833,-151.75,299.04,76,14,11.35,light rain,2022-07-28 03:52:04
368,Umm Kaddadah,SD,13.6017,26.6876,298.4,67,99,2.95,overcast clouds,2022-07-28 03:52:04
369,Demirci,TR,39.0461,28.6589,294.39,35,0,2.79,clear sky,2022-07-28 03:52:05
370,Vanimo,PG,-2.6741,141.3028,302.49,70,64,4.41,broken clouds,2022-07-28 03:52:05
371,Shimoda,JP,34.6667,138.95,303.35,75,78,3.67,broken clouds,2022-07-28 03:52:06
372,Lamu,KE,-2.2717,40.902,295.27,81,75,5.4,light rain,2022-07-28 03:52:06
373,Sumbe,AO,-11.2061,13.8437,292.35,90,93,1.21,overcast clouds,2022-07-28 03:52:07
374,Fria,GN,10.4167,-13.5833,294.94,98,100,0.47,light rain,2022-07-28 03:52:07
375,Eyl,SO,7.9803,49.8164,298.5,60,78,10.06,broken clouds,2022-07-28 03:52:08
376,Ferrol,ES,43.4832,-8.2369,290.77,90,72,0.45,broken clouds,2022-07-28 03:52:09
377,Mogadishu,SO,2.0371,45.3438,297.7,78,68,6.66,broken clouds,2022-07-28 03:47:54
378,Chernyshevskiy,RU,63.0128,112.4714,303.88,45,2,4.83,clear sky,2022-07-28 03:52:10
379,Omboue,GA,-1.5746,9.2618,294.74,88,46,2.62,scattered clouds,2022-07-28 03:52:10
380,Almaznyy,RU,48.0448,40.045,295.94,59,1,2.88,clear sky,2022-07-28 03:52:11
381,Bella Union,UY,-30.2752,-57.6007,292.44,86,21,1.13,few clouds,2022-07-28 03:52:11
382,Fairbanks,US,64.8378,-147.7164,289.6,60,75,6.17,broken clouds,2022-07-28 03:50:02
383,Port Macquarie,AU,-31.4333,152.9167,291.98,48,0,2.92,clear sky,2022-07-28 03:52:04
384,Pak Chong,TH,14.708,101.4161,305.49,65,38,1.08,scattered clouds,2022-07-28 03:52:13
385,Aykhal,RU,66.0,111.5,301.55,55,22,5.59,few clouds,2022-07-28 03:52:14
386,Murgab,TM,37.4966,61.9714,300.08,44,0,4.12,clear sky,2022-07-28 03:52:15
387,Kubinka,RU,55.5839,36.69,295.15,91,26,1.57,scattered clouds,2022-07-28 03:52:15
388,Awjilah,LY,29.1081,21.2869,299.43,50,0,3.29,clear sky,2022-07-28 03:52:16
389,Isla Mujeres,MX,21.2311,-86.731,301.02,85,8,5.94,clear sky,2022-07-28 03:52:16
390,Maragogi,BR,-9.0122,-35.2225,295.07,89,56,2.16,broken clouds,2022-07-28 03:52:16
391,Tilichiki,RU,60.4667,166.1,283.02,64,100,6.84,overcast clouds,2022-07-28 03:52:17
392,Wheatley,GB,51.7473,-1.1394,288.9,76,100,2.48,overcast clouds,2022-07-28 03:52:17
393,Barra Do Garcas,BR,-15.89,-52.2567,292.49,39,0,1.45,clear sky,2022-07-28 03:50:04
394,Cody,US,44.5263,-109.0565,296.27,44,100,3.09,overcast clouds,2022-07-28 03:51:15
395,Kashi,CN,39.4547,75.9797,304.71,19,2,4.0,dust,2022-07-28 03:52:18
396,Barcelos,PT,41.5388,-8.6151,290.29,75,3,1.2,clear sky,2022-07-28 03:52:19
397,Sogne,NO,58.0833,7.8167,283.54,88,53,3.05,broken clouds,2022-07-28 03:52:19
398,Mackay,AU,-21.15,149.2,296.31,52,0,6.86,clear sky,2022-07-28 03:52:20
399,Locri,IT,38.2414,16.2623,298.88,67,0,3.83,clear sky,2022-07-28 03:52:20
400,Kyra,RU,49.5776,111.9753,292.0,54,100,1.81,overcast clouds,2022-07-28 03:50:05
401,Kassala,SD,15.451,36.4,297.11,82,95,5.37,overcast clouds,2022-07-28 03:51:57
402,Mezen,RU,65.8522,44.24,292.29,87,71,3.72,broken clouds,2022-07-28 03:50:11
403,Acajutla,SV,13.5928,-89.8275,299.03,84,84,0.67,light rain,2022-07-28 03:52:21
404,Chiredzi,ZW,-21.05,31.6667,285.22,69,0,1.17,clear sky,2022-07-28 03:52:22
405,Qiongshan,CN,20.0058,110.3542,305.14,66,40,2.0,scattered clouds,2022-07-28 03:52:22
406,Kati,ML,12.7441,-8.0726,296.82,89,64,2.42,broken clouds,2022-07-28 03:52:23
407,Novorudnyy,RU,51.5026,58.1873,291.64,67,8,4.61,clear sky,2022-07-28 03:53:23
408,Zhongxing,CN,33.7039,118.6792,305.94,64,56,2.39,broken clouds,2022-07-28 03:53:24
409,Kieta,PG,-6.2167,155.6333,302.73,66,8,3.55,clear sky,2022-07-28 03:53:24
410,Tupancireta,BR,-29.0806,-53.8358,289.35,90,96,2.93,overcast clouds,2022-07-28 03:53:24
411,Kostino,RU,58.9097,53.2691,291.12,61,8,1.59,clear sky,2022-07-28 03:53:25
412,Athabasca,CA,54.7169,-113.2854,297.38,72,15,3.14,few clouds,2022-07-28 03:49:09
413,San Andres,CO,12.5847,-81.7006,301.16,100,40,3.6,scattered clouds,2022-07-28 03:53:26
414,Kavaratti,IN,10.5669,72.642,299.01,87,100,7.81,moderate rain,2022-07-28 03:53:26
415,Robertsport,LR,6.7533,-11.3686,297.57,85,96,5.3,light rain,2022-07-28 03:53:26
416,Imeni Poliny Osipenko,RU,52.4201,136.4853,298.85,62,100,2.48,overcast clouds,2022-07-28 03:53:27
417,Alice Springs,AU,-23.7,133.8833,293.83,32,1,4.63,clear sky,2022-07-28 03:50:10
418,Berlevag,NO,70.8578,29.0864,283.15,93,100,11.83,overcast clouds,2022-07-28 03:53:27
419,Alpena,US,45.0617,-83.4327,291.33,97,0,0.0,clear sky,2022-07-28 03:53:28
420,Pitogo,PH,13.7847,122.0881,303.85,68,100,4.04,overcast clouds,2022-07-28 03:53:28
421,Maxixe,MZ,-23.8597,35.3472,287.05,94,40,0.0,scattered clouds,2022-07-28 03:53:28
422,Puerto Baquerizo Moreno,EC,-0.9,-89.6,294.21,87,99,6.12,overcast clouds,2022-07-28 03:52:41
423,Laukaa,RU,58.7372,29.8453,286.52,85,0,1.48,clear sky,2022-07-28 03:53:29
424,Lorengau,PG,-2.0226,147.2712,301.99,75,45,5.72,scattered clouds,2022-07-28 03:53:29
425,Aksu,CN,41.1231,80.2644,308.5,15,6,3.56,clear sky,2022-07-28 03:53:30
426,Kingman,US,35.1894,-114.053,300.86,47,84,2.73,broken clouds,2022-07-28 03:53:30
427,Khanewal,PK,30.3,71.9333,308.41,52,68,2.29,broken clouds,2022-07-28 03:53:31
428,Guerrero Negro,MX,27.9769,-114.0611,293.45,83,67,6.61,broken clouds,2022-07-28 03:51:06
429,Marsa Matruh,EG,31.3525,27.2453,298.1,67,0,2.16,clear sky,2022-07-28 03:53:31
430,Antalaha,MG,-14.9003,50.2788,293.35,91,99,2.26,light rain,2022-07-28 03:53:32
431,Suileng,CN,47.25,127.0833,305.15,45,100,5.54,light rain,2022-07-28 03:53:32
432,Elat,IL,29.5581,34.9482,300.06,32,0,5.14,clear sky,2022-07-28 03:53:33
433,Lavrentiya,RU,65.5833,-171.0,278.6,83,100,3.05,overcast clouds,2022-07-28 03:53:33
434,Rio Gallegos,AR,-51.6226,-69.2181,275.18,69,0,6.69,clear sky,2022-07-28 03:51:34
435,Havoysund,NO,70.9963,24.6622,282.28,87,100,9.23,light rain,2022-07-28 03:53:34
436,Pachora,IN,20.6667,75.35,300.7,74,97,3.14,overcast clouds,2022-07-28 03:53:34
437,Seoul,KR,37.5683,126.9778,305.81,54,20,2.57,few clouds,2022-07-28 03:49:26
438,Payo,ID,-3.7508,103.6372,301.56,70,99,2.29,overcast clouds,2022-07-28 03:53:35
439,Bathsheba,BB,13.2167,-59.5167,300.49,86,40,8.75,scattered clouds,2022-07-28 03:53:35
440,Lasa,IT,46.6166,10.7002,286.87,92,75,1.03,broken clouds,2022-07-28 03:52:41
441,Zhezkazgan,KZ,47.8043,67.7144,299.14,47,0,4.0,clear sky,2022-07-28 03:53:36
442,Rio Bueno,CL,-40.3167,-72.9667,278.21,99,52,0.89,broken clouds,2022-07-28 03:53:36
443,Nabire,ID,-3.3667,135.4833,301.84,75,22,0.95,few clouds,2022-07-28 03:53:36
444,Yalta,UA,44.5,34.1667,297.07,58,0,1.91,clear sky,2022-07-28 03:53:37
445,Starodub,RU,52.5844,32.7633,288.51,95,74,4.02,broken clouds,2022-07-28 03:53:37
446,Comodoro Rivadavia,AR,-45.8667,-67.5,280.07,45,0,7.2,clear sky,2022-07-28 03:53:38
447,Maceio,BR,-9.6658,-35.7353,295.84,88,40,2.06,scattered clouds,2022-07-28 03:50:01
448,Upata,VE,8.0086,-62.3989,294.17,95,1,1.52,clear sky,2022-07-28 03:50:53
449,Puerto Del Rosario,ES,28.5004,-13.8627,296.01,73,75,8.23,broken clouds,2022-07-28 03:53:39
450,College,US,64.8569,-147.8028,289.59,60,75,6.17,broken clouds,2022-07-28 03:53:40
451,Ahuimanu,US,21.4447,-157.8378,301.9,66,0,4.12,clear sky,2022-07-28 03:53:40
452,Kenora,CA,49.8167,-94.4337,288.69,82,75,5.14,broken clouds,2022-07-28 03:54:40
453,Mendoza,AR,-32.8908,-68.8272,281.89,81,75,0.0,broken clouds,2022-07-28 03:54:41
454,Sohag,EG,26.557,31.6948,302.29,20,26,2.82,scattered clouds,2022-07-28 03:54:41
455,Ourossogui,SN,15.6064,-13.3211,302.15,70,0,6.17,clear sky,2022-07-28 03:54:42
456,Mitsamiouli,KM,-11.3847,43.2844,297.31,64,20,3.6,few clouds,2022-07-28 03:54:42
457,Ekangala,ZA,-25.6962,28.7492,282.82,55,23,3.72,few clouds,2022-07-28 03:54:42
458,El Seibo,DO,18.7641,-69.0375,296.29,89,0,2.89,clear sky,2022-07-28 03:54:43
459,Bandarbeyla,SO,9.4942,50.8122,299.07,62,98,11.94,overcast clouds,2022-07-28 03:54:44
460,San Ramon,US,37.7799,-121.978,294.79,69,4,2.48,clear sky,2022-07-28 03:54:44
461,Narsaq,GL,60.9167,-46.05,277.78,85,15,0.77,few clouds,2022-07-28 03:54:45
462,Luderitz,NA,-26.6481,15.1594,285.3,75,0,1.04,clear sky,2022-07-28 03:54:46
463,The Valley,AI,18.217,-63.0578,300.43,69,1,8.77,clear sky,2022-07-28 03:54:46
464,Pangnirtung,CA,66.1451,-65.7125,285.42,69,100,0.56,overcast clouds,2022-07-28 03:49:59
465,Vrangel,RU,42.7297,133.0839,296.19,86,45,1.76,scattered clouds,2022-07-28 03:54:47
466,Camalu,MX,30.85,-116.0667,292.57,87,16,3.18,few clouds,2022-07-28 03:54:47
467,Bintulu,MY,3.1667,113.0333,303.38,70,40,1.54,scattered clouds,2022-07-28 03:54:47
468,Lake City,US,30.1897,-82.6393,298.59,78,43,1.9,scattered clouds,2022-07-28 03:51:17
469,Isabela,PH,6.7085,121.9711,302.18,60,83,1.39,broken clouds,2022-07-28 03:54:48
470,Zhigansk,RU,66.7697,123.3711,299.27,47,27,2.01,scattered clouds,2022-07-28 03:52:52
471,Lisakovsk,KZ,52.5369,62.4936,292.22,58,54,6.84,broken clouds,2022-07-28 03:54:49
472,Brechin,GB,56.7299,-2.6573,286.96,90,100,2.57,overcast clouds,2022-07-28 03:54:49
473,Acapulco,MX,16.8634,-99.8901,298.66,86,98,2.12,overcast clouds,2022-07-28 03:54:49
474,Kanganpur,PK,30.7663,74.1231,305.85,60,70,4.39,broken clouds,2022-07-28 03:54:50
475,Mitla,MX,16.9167,-96.4,288.94,92,79,2.1,broken clouds,2022-07-28 03:54:50
476,Mao,ES,39.8885,4.2658,295.46,78,0,0.0,clear sky,2022-07-28 03:52:56
477,Kitami,JP,43.8031,143.8908,293.85,79,80,3.28,broken clouds,2022-07-28 03:54:51
478,Potchefstroom,ZA,-26.7167,27.1,283.32,71,10,3.03,clear sky,2022-07-28 03:54:52
479,Terney,RU,45.0503,136.6092,295.22,81,49,2.77,scattered clouds,2022-07-28 03:54:52
480,Mahina,PF,-17.5065,-149.489,300.02,65,20,0.51,light rain,2022-07-28 03:54:52
481,Aksay,RU,47.26,39.87,294.4,69,0,2.24,clear sky,2022-07-28 03:54:53
482,Deputatskiy,RU,69.3,139.9,290.7,40,88,2.95,overcast clouds,2022-07-28 03:54:54
483,Carros,FR,43.7894,7.184,296.99,71,20,2.06,few clouds,2022-07-28 03:54:54
484,Fortuna,US,40.5982,-124.1573,288.11,85,7,2.13,clear sky,2022-07-28 03:54:55
485,Beinamar,TD,8.6698,15.3813,293.66,95,100,1.24,overcast clouds,2022-07-28 03:54:55
486,Beidao,CN,34.5686,105.8933,303.51,35,0,1.1,clear sky,2022-07-28 03:54:55
487,Jalu,LY,29.0331,21.5482,299.48,48,0,2.77,clear sky,2022-07-28 03:54:56
488,Lhokseumawe,ID,5.1801,97.1507,302.19,68,99,0.58,overcast clouds,2022-07-28 03:54:56
489,Guaruja,BR,-23.9931,-46.2564,292.52,81,7,1.49,clear sky,2022-07-28 03:54:57
490,Nehe,CN,48.4833,124.8333,295.21,90,100,2.54,heavy intensity rain,2022-07-28 03:54:57
491,Balykshi,KZ,47.0667,51.8667,295.15,83,75,6.0,light intensity shower rain,2022-07-28 03:54:57
492,Melo,UY,-32.3667,-54.1833,290.7,96,100,3.11,overcast clouds,2022-07-28 03:54:58
493,Ossora,RU,59.2353,163.0719,286.06,72,100,3.19,overcast clouds,2022-07-28 03:54:59
494,Kalmthout,BE,51.3846,4.4742,286.94,79,100,3.6,overcast clouds,2022-07-28 03:54:59
495,Saint-Augustin,CA,51.226,-58.6502,286.66,89,58,4.02,broken clouds,2022-07-28 03:55:00
496,Guilin,CN,25.2819,110.2864,306.21,51,100,2.67,overcast clouds,2022-07-28 03:55:01
497,Safaga,EG,26.7292,33.9365,303.38,34,46,3.37,scattered clouds,2022-07-28 03:55:01
498,Sola,VU,-13.8833,167.55,300.52,83,100,0.0,overcast clouds,2022-07-28 03:56:01
499,Nador,MA,35.174,-2.9287,295.29,53,0,1.03,clear sky,2022-07-28 03:56:02
500,Gijon,ES,43.5357,-5.6615,289.96,89,8,0.89,clear sky,2022-07-28 03:53:57
501,Port Lincoln,AU,-34.7333,135.8667,288.53,64,17,3.13,few clouds,2022-07-28 03:56:03
502,Ust-Kuyga,RU,70.0167,135.6,300.48,41,51,1.12,broken clouds,2022-07-28 03:56:03
503,Mangrol,IN,21.1167,70.1167,301.31,75,100,3.2,overcast clouds,2022-07-28 03:56:03
504,Saumur,FR,47.3333,-0.25,289.28,74,100,2.56,overcast clouds,2022-07-28 03:56:04
505,Moranbah,AU,-22.0016,148.0466,292.51,31,0,6.85,clear sky,2022-07-28 03:56:05
506,Charters Towers,AU,-20.1,146.2667,294.89,23,0,4.05,clear sky,2022-07-28 03:52:30
507,Kargasok,RU,59.0556,80.8572,293.9,74,45,4.91,scattered clouds,2022-07-28 03:56:05
508,Itacoatiara,BR,-3.1431,-58.4442,297.33,77,3,1.14,clear sky,2022-07-28 03:56:06
509,Xining,CN,36.6167,101.7667,296.93,36,3,1.03,clear sky,2022-07-28 03:56:06
510,Port Hueneme,US,34.1478,-119.1951,298.29,87,75,4.12,broken clouds,2022-07-28 03:56:07
511,Arlit,NE,18.7369,7.3853,302.83,50,84,9.09,broken clouds,2022-07-28 03:56:08
512,Jurm,AF,36.8648,70.8342,302.13,27,1,1.28,clear sky,2022-07-28 03:56:08
513,Hay River,CA,60.8156,-115.7999,291.14,82,40,2.57,smoke,2022-07-28 03:51:29
514,Weligama,LK,5.9667,80.4167,300.46,77,91,3.88,overcast clouds,2022-07-28 03:56:09
515,Sembe,CG,1.6481,14.5806,293.93,93,85,0.97,overcast clouds,2022-07-28 03:56:09
516,Rye,US,40.9807,-73.6837,298.74,84,100,2.69,overcast clouds,2022-07-28 03:56:10
517,Sinnamary,GF,5.3833,-52.95,297.83,88,96,2.38,overcast clouds,2022-07-28 03:56:10
518,Ibra,OM,22.6906,58.5334,298.61,70,86,3.38,overcast clouds,2022-07-28 03:56:11
519,Novyy Urengoy,RU,66.0833,76.6333,288.87,56,3,5.7,clear sky,2022-07-28 03:56:11
520,Kirakira,SB,-10.4544,161.9205,301.2,76,100,4.37,overcast clouds,2022-07-28 03:56:12
521,Pemangkat,ID,1.1667,108.9667,303.21,63,52,1.24,broken clouds,2022-07-28 03:56:12
522,Porto Santo,PT,33.072,-16.3415,294.36,83,40,6.17,scattered clouds,2022-07-28 03:56:13
523,Karaton,ID,-6.3424,106.1045,300.53,65,96,2.86,overcast clouds,2022-07-28 03:56:13
524,Berea,US,41.3662,-81.8543,297.0,91,85,0.45,overcast clouds,2022-07-28 03:52:57
525,Balsas,BR,-7.5325,-46.0356,298.85,39,58,0.92,broken clouds,2022-07-28 03:54:28
526,Talaya,RU,61.3833,152.75,291.07,34,49,3.64,scattered clouds,2022-07-28 03:56:14
527,Karratha,AU,-20.7377,116.8463,299.74,36,0,8.11,clear sky,2022-07-28 03:55:09
528,Ferkessedougou,CI,9.6,-5.2,295.01,91,95,3.26,overcast clouds,2022-07-28 03:56:15
529,Nileshwar,IN,12.25,75.1,300.49,79,38,1.65,scattered clouds,2022-07-28 03:56:15
530,Lahad Datu,MY,5.0268,118.327,303.7,64,29,2.63,scattered clouds,2022-07-28 03:56:16
531,Campos Gerais,BR,-21.235,-45.7586,287.71,60,6,0.96,clear sky,2022-07-28 03:56:16
532,Xiuyan,CN,40.2928,123.2744,297.73,89,100,5.32,overcast clouds,2022-07-28 03:56:16
533,Tessalit,ML,20.1986,1.0114,306.58,23,67,4.71,broken clouds,2022-07-28 03:56:17
534,Lac Du Bonnet,CA,50.2536,-96.0612,285.82,95,100,3.45,moderate rain,2022-07-28 03:56:20
535,Ojinaga,MX,29.5667,-104.4167,303.68,48,40,5.14,scattered clouds,2022-07-28 03:56:21
536,Bayan,CN,46.0833,127.4,304.77,52,100,2.44,overcast clouds,2022-07-28 03:56:21
537,Alta Floresta,BR,-9.8756,-56.0861,293.17,46,0,1.18,clear sky,2022-07-28 03:56:21
538,Altar,MX,30.7,-111.8167,304.92,43,5,4.59,clear sky,2022-07-28 03:56:22
539,Vila Velha,BR,-20.3297,-40.2925,292.01,89,20,0.51,few clouds,2022-07-28 03:56:22
540,Mollendo,PE,-17.0231,-72.0147,287.95,85,65,3.76,broken clouds,2022-07-28 03:56:23
541,Ruidoso,US,33.3317,-105.673,293.13,74,32,2.06,scattered clouds,2022-07-28 03:56:23
542,Arroyo,ES,41.6096,-4.7969,289.34,79,0,2.57,clear sky,2022-07-28 03:56:24
543,Anadyr,RU,64.75,177.4833,282.43,87,75,10.0,broken clouds,2022-07-28 03:56:24
544,Hofn,IS,64.2539,-15.2082,284.64,98,100,8.49,overcast clouds,2022-07-28 03:56:25
545,Marfino,RU,55.7028,37.3822,295.29,78,0,3.0,clear sky,2022-07-28 03:57:25
546,Roald,NO,62.5833,6.1333,283.01,93,91,2.57,overcast clouds,2022-07-28 03:57:25
547,Cortes,ES,41.9395,-1.4396,293.18,70,42,3.5,scattered clouds,2022-07-28 03:57:26
